1;1;1;"ixer";"a";"izar";"fff";
2;1;2;"ixer";"a";"izar";"fff";
3;1;3;"ixer";"a";"izar";"fff";
4;1;4;"ixer";"a";"izar";"fff";
5;1;5;"iser";"a";"izar";"fff";
6;1;6;"ixer";"a";"izar";"fff";
7;1;7;"ixer";"a";"izar";"fff";
8;1;8;"ixer";"a";"izar";"fff";
9;1;9;"isar";"a";"izar";"fff";
10;1;10;"ixer";"a";"izar";"fff";
11;1;11;"ixer";"a";"izar";"fff";
12;1;12;"ixer";"a";"izar";"fff";
13;1;13;"ixer";"a";"izar";"fff";
14;1;14;"ixer";"a";"izar";"fff";
15;1;15;"ixer";"a";"izar";"fff";
16;1;16;"ixer";"a";"izar";"fff";
17;1;17;"ixer";"a";"izar";"fff";
18;1;18;"ixer";"a";"izar";"fff";
19;1;19;"ixer";"a";"izar";"fff";
20;1;20;"isar";"a";"izar";"fff";
21;1;21;"ixer";"a";"izar";"fff";
22;1;22;"ixer";"a";"izar";"fff";
23;1;23;"ixer";"a";"izar";"fff";
24;1;24;"ixer";"a";"izar";"fff";
25;1;25;"ixer";"a";"izar";"fff";
26;1;26;"ixer";"a";"izar";"fff";
27;1;27;"ixer";"a";"izar";"fff";
28;1;28;"isar";"a";"izar";"fff";
29;1;29;"ixer";"a";"izar";"fff";
30;1;30;"ixer";"a";"izar";"fff";
31;1;31;"iser";"a";"izar";"fff";
32;1;32;"iser";"a";"izar";"fff";
33;1;33;"isar";"a";"izar";"fff";
34;1;34;"ixer";"a";"izar";"fff";
35;1;35;"iser";"a";"izar";"fff";
36;1;36;"isar";"a";"izar";"fff";
37;1;37;"isar";"a";"izar";"fff";
38;1;38;"isar";"a";"izar";"fff";
39;1;39;"iser";"a";"izar";"fff";
40;1;40;"izar";"a";"izar";"fff";
41;1;41;"izar";"a";"izar";"fff";
42;1;42;"isar";"a";"izar";"fff";
43;1;43;"izar";"a";"izar";"fff";
44;1;44;"izar";"a";"izar";"fff";
45;1;45;"isar";"a";"izar";"fff";
46;1;46;"izar";"a";"izar";"fff";
47;1;47;"izer";"a";"izar";"fff";
48;1;48;"izar";"a";"izar";"fff";
49;1;49;"izar";"a";"izar";"fff";
50;1;50;"izar";"a";"izar";"fff";
51;1;51;"izar";"a";"izar";"fff";
52;1;52;"izar";"a";"izar";"fff";
53;1;53;"izer";"a";"izar";"fff";
54;1;54;"izar";"a";"izar";"fff";
55;1;55;"izar";"a";"izar";"fff";
56;1;56;"izar";"a";"izar";"fff";
57;1;57;"izar";"a";"izar";"fff";
58;1;58;"izar";"a";"izar";"fff";
59;1;59;"izar";"a";"izar";"fff";
60;1;60;"izar";"a";"izar";"fff";
61;1;61;"izar";"a";"izar";"fff";
62;1;62;"izar";"a";"izar";"fff";
63;1;63;"izar";"a";"izar";"fff";
64;1;64;"izar";"a";"izar";"fff";
65;1;65;"izar";"a";"izar";"fff";
66;1;66;"izar";"a";"izar";"fff";
67;1;67;"izar";"a";"izar";"fff";
68;1;68;"izar";"a";"izar";"fff";
